dataset_id,model,val_loss,ndcg
0,fwfm_all,0.5638889975326006,0.6711
1,fwfm_all,0.5590962152781449,0.6705
2,fwfm_all,0.5598373746588117,0.6708
3,fwfm_all,0.5706794541033487,0.6632
4,fwfm_all,0.5722709695498148,0.6545
5,fwfm_all,0.5857071046829223,0.6499
6,fwfm_all,0.5881007983134343,0.6438
7,fwfm_all,0.5750515682507406,0.6601
8,fwfm_all,0.576401608247383,0.6665
9,fwfm_all,0.5777709142106479,0.6659
