dataset_id,model,val_loss,ndcg
0,fwfm_query,0.5648293564485949,0.6784
1,fwfm_query,0.5575829612927174,0.6819
2,fwfm_query,0.5626289300502293,0.675
3,fwfm_query,0.5703323644305033,0.6701
4,fwfm_query,0.5738570212371765,0.6607
5,fwfm_query,0.5839084324836731,0.657
6,fwfm_query,0.5900963503580827,0.6496
7,fwfm_query,0.5755122356710181,0.6652
8,fwfm_query,0.5791877104955561,0.669
9,fwfm_query,0.5805993246250465,0.6674
