dataset_id,model,val_loss,ndcg
0,ebr,0.5605376076328662,0.6458
1,ebr,0.6215489365923124,0.6008
2,ebr,0.5476589652280959,0.668
3,ebr,0.6135292020108964,0.6452
4,ebr,0.6047492311114356,0.6234
5,ebr,0.6364858908653259,0.6198
6,ebr,0.5838147305525266,0.64
7,ebr,0.5720420274059329,0.6493
8,ebr,0.631308552681231,0.6399
9,ebr,0.5756390158270226,0.6439
