dataset_id,model,val_loss,ndcg
0,naive,0.5671064398547475,0.6582
1,naive,0.5653724663370238,0.655
2,naive,0.5654052538531167,0.6416
3,naive,0.5780519895137303,0.6451
4,naive,0.579186131083776,0.6316
5,naive,0.5892955398559571,0.6273
6,naive,0.592155180986111,0.6371
7,naive,0.5814313139535684,0.639
8,naive,0.5824565975105062,0.6476
9,naive,0.5816900691048044,0.6467
