dataset_id,model,val_loss,ndcg
0,nrmf_simple_all,0.571765755498132,0.6319
1,nrmf_simple_all,0.5630523125956378,0.6496
2,nrmf_simple_all,0.5631160083271208,0.6547
3,nrmf_simple_all,0.5789473146673233,0.6308
4,nrmf_simple_all,0.5801069618217529,0.6362
5,nrmf_simple_all,0.587787124633789,0.6369
6,nrmf_simple_all,0.5904260543676523,0.6349
7,nrmf_simple_all,0.5786370851297294,0.6442
8,nrmf_simple_all,0.58048909610393,0.6439
9,nrmf_simple_all,0.5843923702591756,0.6403
