dataset_id,model,val_loss,ndcg
0,fwfm_selected,0.5618290175763212,0.6732
1,fwfm_selected,0.5562835385010937,0.6784
2,fwfm_selected,0.5619278450806936,0.668
3,fwfm_selected,0.5691167627062116,0.6657
4,fwfm_selected,0.5768965979417165,0.6585
5,fwfm_selected,0.5845353803634643,0.6521
6,fwfm_selected,0.587232100046598,0.6486
7,fwfm_selected,0.5758049298176723,0.6633
8,fwfm_selected,0.5742024662447911,0.6706
9,fwfm_selected,0.5749300737850002,0.6682
