dataset_id,model,val_loss,ndcg
0,fm_query,0.6084261361018631,0.637
1,fm_query,0.6131191169183086,0.6315
2,fm_query,0.6049967914346664,0.64
3,fm_query,0.6242712220502278,0.6249
4,fm_query,0.6180687915711176,0.6306
5,fm_query,0.6299013628959655,0.6205
6,fm_query,0.624673822751412,0.6256
7,fm_query,0.6221416313036353,0.6275
8,fm_query,0.6239172810432958,0.6295
9,fm_query,0.6202509295744975,0.6352
